,Price,Clarity,City
745,1163,1-Very very slightly included,Kimberly
746,3709,2-Very slightly included,Las Vegas
747,6133,2-Very slightly included,Amsterdam
748,7260,2-Very slightly included,Antwerp
749,11351,3-Slightly included,New York City
750,2562,3-Slightly included,London
751,3017,2-Very slightly included,Tel Aviv
752,1056,0-Internaly Flawless,Kimberly
753,554,1-Very very slightly included,New York City
754,1009,3-Slightly included,Luxembourg
755,3045,2-Very slightly included,Surat
756,405,3-Slightly included,Antwerp
757,3888,3-Slightly included,Luxembourg
758,16570,2-Very slightly included,Zurich
759,17407,3-Slightly included,London
760,734,2-Very slightly included,Luxembourg
761,8854,2-Very slightly included,Tel Aviv
762,6797,2-Very slightly included,Tel Aviv
763,17534,3-Slightly included,Kimberly
764,878,1-Very very slightly included,New York City
765,14234,2-Very slightly included,Kimberly
766,743,2-Very slightly included,Kimberly
767,11230,3-Slightly included,Surat
768,675,3-Slightly included,Luxembourg
769,1314,3-Slightly included,Surat
770,775,1-Very very slightly included,Luxembourg
771,732,3-Slightly included,Madrid
772,1050,2-Very slightly included,Antwerp
773,1580,2-Very slightly included,Kimberly
774,4270,3-Slightly included,Antwerp
775,7467,2-Very slightly included,Paris
776,1724,2-Very slightly included,New York City
777,18125,3-Slightly included,Antwerp
778,620,1-Very very slightly included,Zurich
779,12183,3-Slightly included,London
780,2096,3-Slightly included,Surat
781,8261,2-Very slightly included,Las Vegas
782,942,2-Very slightly included,Luxembourg
783,2106,3-Slightly included,Madrid
784,1052,1-Very very slightly included,Kimberly
785,8501,1-Very very slightly included,Madrid
786,790,2-Very slightly included,Las Vegas
787,3903,1-Very very slightly included,Surat
788,13578,2-Very slightly included,Surat
789,15708,2-Very slightly included,Dubai
790,8509,1-Very very slightly included,London
791,959,2-Very slightly included,Tel Aviv
792,1690,3-Slightly included,Surat
793,8900,3-Slightly included,London
794,605,2-Very slightly included,Tel Aviv
795,3274,3-Slightly included,Las Vegas
796,4702,3-Slightly included,Dubai
797,9521,1-Very very slightly included,Zurich
798,3781,3-Slightly included,Antwerp
799,1769,3-Slightly included,Kimberly
800,8220,4-Included,Tel Aviv
801,491,2-Very slightly included,New York City
802,2488,3-Slightly included,Antwerp
803,876,3-Slightly included,Madrid
804,15339,3-Slightly included,London
805,10920,2-Very slightly included,Madrid
806,3824,3-Slightly included,Antwerp
807,492,3-Slightly included,Amsterdam
808,1197,3-Slightly included,Kimberly
809,8093,2-Very slightly included,New York City
810,6254,2-Very slightly included,Luxembourg
811,1204,0-Internaly Flawless,Luxembourg
812,6653,3-Slightly included,Antwerp
813,709,3-Slightly included,Surat
814,2281,1-Very very slightly included,Surat
815,2054,2-Very slightly included,Amsterdam
816,758,2-Very slightly included,Tel Aviv
817,3318,3-Slightly included,Antwerp
818,844,3-Slightly included,Kimberly
819,2352,1-Very very slightly included,New York City
820,956,4-Included,Madrid
821,5962,2-Very slightly included,Dubai
822,2258,2-Very slightly included,Surat
823,1576,3-Slightly included,Surat
824,1013,2-Very slightly included,London
825,552,1-Very very slightly included,Surat
826,610,3-Slightly included,New York City
827,2925,0-Internaly Flawless,London
828,1586,3-Slightly included,Dubai
829,1595,3-Slightly included,Tel Aviv
830,4138,3-Slightly included,Tel Aviv
831,1881,1-Very very slightly included,Amsterdam
832,3708,1-Very very slightly included,Dubai
833,1243,0-Internaly Flawless,Las Vegas
834,589,3-Slightly included,Paris
835,895,0-Internaly Flawless,Dubai
836,5898,3-Slightly included,Antwerp
837,7666,2-Very slightly included,Amsterdam
838,5702,2-Very slightly included,New York City
839,7349,3-Slightly included,Kimberly
840,3027,2-Very slightly included,Paris
841,9783,3-Slightly included,Kimberly
842,1195,3-Slightly included,Zurich
843,15426,2-Very slightly included,Tel Aviv
844,1014,1-Very very slightly included,Kimberly
845,13287,2-Very slightly included,New York City
846,680,2-Very slightly included,Luxembourg
847,3734,3-Slightly included,Las Vegas
848,7740,2-Very slightly included,Tel Aviv
849,8736,3-Slightly included,Antwerp
850,789,1-Very very slightly included,Surat
851,720,2-Very slightly included,Zurich
852,663,3-Slightly included,Antwerp
853,1027,0-Internaly Flawless,Surat
854,1656,2-Very slightly included,Zurich
855,9892,3-Slightly included,Madrid
856,5378,3-Slightly included,Las Vegas
857,2670,3-Slightly included,Kimberly
858,4798,3-Slightly included,Tel Aviv
859,7592,2-Very slightly included,Paris
860,4273,3-Slightly included,Kimberly
861,589,1-Very very slightly included,Dubai
862,571,3-Slightly included,New York City
863,3774,3-Slightly included,Tel Aviv
864,2131,1-Very very slightly included,Tel Aviv
865,4306,3-Slightly included,Antwerp
866,4876,3-Slightly included,Kimberly
867,1151,2-Very slightly included,London
868,6157,2-Very slightly included,New York City
869,17924,3-Slightly included,Dubai
870,4356,3-Slightly included,Luxembourg
871,1273,3-Slightly included,Madrid
872,3564,2-Very slightly included,Zurich
873,5450,2-Very slightly included,Surat
874,947,0-Internaly Flawless,Luxembourg
875,7239,2-Very slightly included,Paris
876,2452,3-Slightly included,Surat
877,2767,3-Slightly included,Antwerp
878,1327,2-Very slightly included,Kimberly
879,1446,3-Slightly included,Kimberly
880,4260,3-Slightly included,Luxembourg
881,7848,2-Very slightly included,Madrid
882,1580,0-Internaly Flawless,Surat
883,2076,2-Very slightly included,Kimberly
884,2553,3-Slightly included,Kimberly
885,3801,3-Slightly included,New York City
886,10235,3-Slightly included,Dubai
887,1322,3-Slightly included,Antwerp
888,5679,2-Very slightly included,London
889,2030,3-Slightly included,New York City
890,5732,2-Very slightly included,Dubai
891,5412,4-Included,Paris
892,942,2-Very slightly included,Kimberly
893,9641,1-Very very slightly included,Antwerp
894,2499,3-Slightly included,Tel Aviv
895,4717,2-Very slightly included,Surat
896,1061,2-Very slightly included,Antwerp
897,953,3-Slightly included,Antwerp
898,11094,3-Slightly included,Paris
899,526,3-Slightly included,Las Vegas
900,14341,3-Slightly included,Las Vegas
901,429,2-Very slightly included,Kimberly
902,3095,3-Slightly included,Tel Aviv
903,734,2-Very slightly included,Dubai
904,8529,3-Slightly included,Surat
905,11352,3-Slightly included,Zurich
906,4514,2-Very slightly included,Zurich
907,2715,3-Slightly included,Dubai
908,1887,2-Very slightly included,Antwerp
909,2443,2-Very slightly included,Kimberly
910,3994,3-Slightly included,Paris
911,1111,4-Included,Antwerp
912,571,3-Slightly included,Surat
913,802,2-Very slightly included,Madrid
914,4890,1-Very very slightly included,Paris
915,1720,3-Slightly included,Kimberly
916,9336,3-Slightly included,Surat
917,3807,3-Slightly included,Madrid
918,6449,2-Very slightly included,Dubai
919,1115,1-Very very slightly included,Madrid
920,16472,3-Slightly included,Zurich
921,1786,2-Very slightly included,Surat
922,15675,2-Very slightly included,Paris
923,2373,2-Very slightly included,Madrid
924,1404,3-Slightly included,Dubai
925,6086,3-Slightly included,London
926,12812,3-Slightly included,Amsterdam
927,1695,2-Very slightly included,New York City
928,1088,1-Very very slightly included,Paris
929,883,2-Very slightly included,Luxembourg
930,6013,3-Slightly included,London
931,3619,3-Slightly included,Kimberly
932,2745,3-Slightly included,Madrid
933,847,2-Very slightly included,Antwerp
934,5555,3-Slightly included,Antwerp
935,912,1-Very very slightly included,Antwerp
936,5569,3-Slightly included,Kimberly
937,1206,1-Very very slightly included,New York City
938,2650,3-Slightly included,Antwerp
939,6397,3-Slightly included,Paris
940,2122,3-Slightly included,Luxembourg
941,3507,3-Slightly included,Surat
942,2298,1-Very very slightly included,Antwerp
943,1035,2-Very slightly included,London
944,7102,2-Very slightly included,Antwerp
945,3824,4-Included,London
946,1257,1-Very very slightly included,Surat
947,982,2-Very slightly included,Madrid
948,752,1-Very very slightly included,Madrid
949,1000,1-Very very slightly included,London
950,840,1-Very very slightly included,Zurich
951,732,3-Slightly included,Antwerp
952,1363,3-Slightly included,New York City
953,7741,3-Slightly included,Surat
954,1066,1-Very very slightly included,Kimberly
955,1409,3-Slightly included,Surat
956,710,2-Very slightly included,Dubai
957,4170,2-Very slightly included,Antwerp
958,3429,2-Very slightly included,Amsterdam
959,435,3-Slightly included,Antwerp
960,1678,2-Very slightly included,Paris
961,1219,3-Slightly included,Dubai
962,956,3-Slightly included,London
963,3089,3-Slightly included,Surat
964,6694,2-Very slightly included,New York City
965,6183,2-Very slightly included,Zurich
966,2192,2-Very slightly included,Madrid
967,3208,3-Slightly included,Luxembourg
968,2300,3-Slightly included,Surat
969,5154,3-Slightly included,New York City
970,536,1-Very very slightly included,Madrid
971,1883,2-Very slightly included,Dubai
972,5713,3-Slightly included,Antwerp
973,3733,3-Slightly included,Antwerp
974,15819,2-Very slightly included,London
975,5794,3-Slightly included,Paris
976,629,3-Slightly included,Kimberly
977,1119,3-Slightly included,Paris
978,581,2-Very slightly included,Antwerp
979,3454,2-Very slightly included,Surat
980,10455,2-Very slightly included,Surat
981,11385,3-Slightly included,Las Vegas
982,10082,0-Internaly Flawless,Kimberly
983,2934,3-Slightly included,Tel Aviv
984,4452,3-Slightly included,Luxembourg
985,576,2-Very slightly included,Zurich
986,1024,2-Very slightly included,Tel Aviv
987,7096,3-Slightly included,Surat
988,1377,0-Internaly Flawless,Kimberly
989,1093,1-Very very slightly included,Tel Aviv
990,3493,2-Very slightly included,Tel Aviv
991,583,2-Very slightly included,Dubai
992,2381,3-Slightly included,Luxembourg
993,2362,2-Very slightly included,Surat
994,1986,3-Slightly included,Surat
995,815,1-Very very slightly included,Madrid
996,5445,3-Slightly included,New York City
997,702,2-Very slightly included,London
998,6908,2-Very slightly included,Zurich
999,17469,3-Slightly included,Dubai
1000,906,2-Very slightly included,Dubai
1001,6860,4-Included,Zurich
1002,516,3-Slightly included,Surat
1003,6139,3-Slightly included,Surat
1004,16287,3-Slightly included,London
1005,15852,3-Slightly included,Surat
1006,3817,2-Very slightly included,Luxembourg
1007,2083,3-Slightly included,Luxembourg
1008,555,2-Very slightly included,Antwerp
1009,13157,2-Very slightly included,Antwerp
1010,2548,2-Very slightly included,Amsterdam
1011,7080,2-Very slightly included,London
1012,12454,3-Slightly included,Amsterdam
1013,2012,1-Very very slightly included,Madrid
1014,2215,3-Slightly included,Zurich
1015,633,2-Very slightly included,Paris
1016,698,2-Very slightly included,Surat
1017,544,3-Slightly included,London
1018,3084,3-Slightly included,Surat
1019,4070,3-Slightly included,Surat
1020,11574,3-Slightly included,New York City
1021,4732,2-Very slightly included,Luxembourg
1022,4013,3-Slightly included,Paris
1023,1429,3-Slightly included,Antwerp
1024,889,2-Very slightly included,Amsterdam
1025,8299,3-Slightly included,Surat
1026,886,2-Very slightly included,Madrid
1027,7240,3-Slightly included,Antwerp
1028,4422,2-Very slightly included,Madrid
1029,4638,3-Slightly included,Surat
1030,4550,2-Very slightly included,Luxembourg
1031,565,2-Very slightly included,New York City
1032,14146,3-Slightly included,Paris
1033,1226,3-Slightly included,Kimberly
1034,854,1-Very very slightly included,Dubai
1035,1851,3-Slightly included,Luxembourg
1036,503,2-Very slightly included,Tel Aviv
1037,14334,2-Very slightly included,Zurich
1038,8669,2-Very slightly included,Las Vegas
1039,3963,2-Very slightly included,Amsterdam
1040,730,1-Very very slightly included,London
1041,1179,3-Slightly included,Zurich
1042,5511,2-Very slightly included,Antwerp
1043,491,3-Slightly included,New York City
1044,12392,3-Slightly included,Antwerp
1045,579,2-Very slightly included,Paris
1046,4116,3-Slightly included,Paris
1047,1787,2-Very slightly included,Dubai
1048,1815,3-Slightly included,Luxembourg
1049,689,2-Very slightly included,Zurich
1050,1272,1-Very very slightly included,Tel Aviv
1051,863,0-Internaly Flawless,Luxembourg
1052,507,2-Very slightly included,Amsterdam
1053,4535,2-Very slightly included,Surat
1054,5424,2-Very slightly included,Tel Aviv
1055,719,3-Slightly included,Luxembourg
1056,3913,2-Very slightly included,Dubai
1057,906,2-Very slightly included,New York City
1058,6124,1-Very very slightly included,Antwerp
1059,1175,3-Slightly included,London
1060,2375,3-Slightly included,Luxembourg
1061,1008,1-Very very slightly included,Antwerp
1062,2278,3-Slightly included,Amsterdam
1063,1915,2-Very slightly included,Kimberly
1064,942,1-Very very slightly included,London
1065,2905,3-Slightly included,Las Vegas
1066,5346,2-Very slightly included,Surat
1067,6177,2-Very slightly included,Amsterdam
1068,4218,2-Very slightly included,Tel Aviv
1069,2175,1-Very very slightly included,Las Vegas
1070,2673,2-Very slightly included,Zurich
1071,995,1-Very very slightly included,Surat
1072,2902,3-Slightly included,Las Vegas
1073,717,3-Slightly included,Kimberly
1074,957,2-Very slightly included,Tel Aviv
1075,10832,3-Slightly included,Luxembourg
1076,5014,3-Slightly included,Luxembourg
1077,6300,2-Very slightly included,Kimberly
1078,581,1-Very very slightly included,Luxembourg
1079,450,3-Slightly included,London
1080,6659,2-Very slightly included,Antwerp
1081,904,3-Slightly included,Surat
1082,802,2-Very slightly included,Amsterdam
1083,2592,3-Slightly included,Amsterdam
1084,10035,2-Very slightly included,Tel Aviv
1085,6048,3-Slightly included,London
1086,956,1-Very very slightly included,Kimberly
1087,5831,3-Slightly included,Surat
1088,743,2-Very slightly included,New York City
1089,4582,3-Slightly included,Kimberly
1090,5864,2-Very slightly included,Antwerp
1091,1299,3-Slightly included,Kimberly
1092,844,3-Slightly included,Paris
1093,1760,2-Very slightly included,Las Vegas
1094,2812,3-Slightly included,Dubai
1095,4022,2-Very slightly included,Zurich
1096,7024,4-Included,Kimberly
1097,499,1-Very very slightly included,Surat
1098,1019,1-Very very slightly included,Paris
1099,394,2-Very slightly included,Las Vegas
1100,8124,2-Very slightly included,New York City
1101,5239,3-Slightly included,Surat
1102,10501,3-Slightly included,Antwerp
1103,1659,1-Very very slightly included,Kimberly
1104,12929,3-Slightly included,Tel Aviv
1105,1403,3-Slightly included,Madrid
1106,1247,3-Slightly included,Las Vegas
1107,698,3-Slightly included,Tel Aviv
1108,896,3-Slightly included,Amsterdam
1109,863,2-Very slightly included,Tel Aviv
1110,12261,3-Slightly included,Tel Aviv
1111,4743,3-Slightly included,Kimberly
1112,2832,3-Slightly included,Surat
1113,7519,3-Slightly included,Amsterdam
1114,4194,3-Slightly included,Kimberly
1115,515,2-Very slightly included,Kimberly
1116,2361,3-Slightly included,Antwerp
1117,3420,1-Very very slightly included,Antwerp
